source_path,file_type,mime_type,size_bytes,sha256,bucket,likely_project_role,status_label,recommended_destination,duplication_status,duplicate_group_size,migration_status,migrated_to
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/sds_entropy_paper.md,md,text/markdown,37676,b3bd8b83c11b621eccea3c9c452f34a7f1ded3cf07c5ca4a94b05c76702ee988,core-sds-theory,core_theory_paper_or_note,exact,papers/sds-theory/sds-entropy-paper.md,unique,1,copied,papers/sds-theory/sds-entropy-paper.md
/Users/stevenreid/Downloads/Eisenstein-Coordinate Reformulation of 4D Schwarzschild–de Sitter Thermodynamics.pdf,pdf,application/pdf,158085,e5b91f52bd58df6e7935e4d7f037382f2c6a195c93946498f9d9990c6d3b1384,core-sds-theory,paper_pdf,exact,papers/submitted-or-preprint-ready/eisenstein-coordinate-reformulation-sds-thermodynamics.pdf,unique,1,copied,papers/submitted-or-preprint-ready/eisenstein-coordinate-reformulation-sds-thermodynamics.pdf
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_spacetime_system/src/__init__.py,py,text/x-python,33,5c48da6d413451bf8a4c90bc9f727fe6889afaaeadb31ea689d034f306341b6b,recursive-spacetime,recursive_library_code,approximation-based,src/evolution/__init__.py,unique,1,copied,src/evolution/__init__.py
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_spacetime_system/src/flow_constraints.py,py,text/x-python,5166,aacab47036e7b876bba64500facc253b6efbeb2af95498b5c20edebc04498438,recursive-spacetime,recursive_library_code,approximation-based,src/evolution/flow_constraints.py,unique,1,copied,src/evolution/flow_constraints.py
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_spacetime_system/src/recursion_flows.py,py,text/x-python,14200,63d75e30bc3e9fe0d7adf19851487277898a87e92a1fe56fa62f53d25ff6c44d,recursive-spacetime,recursive_library_code,approximation-based,src/evolution/recursion_flows.py,unique,1,copied,src/evolution/recursion_flows.py
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_spacetime_system/src/rnds_state.py,py,text/x-python,10489,7047bce7d02df86729cfa6e3691befa0abcf46d4edd97e520c7a1ea81f2d1d39,recursive-spacetime,recursive_library_code,approximation-based,src/evolution/rnds_state.py,unique,1,copied,src/evolution/rnds_state.py
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_spacetime_system/src/scalar_field_state.py,py,text/x-python,7379,43d7b85e505654a90632cefcc8a151347f1d77def9c2e85b19baffc59ef4a8e5,recursive-spacetime,recursive_library_code,approximation-based,src/evolution/scalar_field_state.py,unique,1,copied,src/evolution/scalar_field_state.py
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_spacetime_system/src/sds_state.py,py,text/x-python,7313,1cc6dacb3c42f85f708cd86aad50b6fa0a78174ef12b2fa47143855ba64f19d8,recursive-spacetime,recursive_library_code,approximation-based,src/evolution/sds_state.py,unique,1,copied,src/evolution/sds_state.py
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_spacetime_system/src/spectral_checks.py,py,text/x-python,4537,9ec3ca7e82604dd4df960408f476fb66e509e7fd0815d3cdad3b7bb1e4018234,recursive-spacetime,recursive_library_code,approximation-based,src/evolution/spectral_checks.py,unique,1,copied,src/evolution/spectral_checks.py
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_spacetime_system/src/stability.py,py,text/x-python,3581,b85a8a6c88035667fa6418484965dd6870dd740a3bd9b6fc8e213d06ec364327,recursive-spacetime,recursive_library_code,approximation-based,src/evolution/stability.py,unique,1,copied,src/evolution/stability.py
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_spacetime_system/src/utils.py,py,text/x-python,1514,cb9ca38732f6b2e5b1e4e321138c56e4731359ac3420c6b2bf1abb6441eb8212,recursive-spacetime,recursive_library_code,approximation-based,src/evolution/utils.py,unique,1,copied,src/evolution/utils.py
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_horizon_project/src/__init__.py,py,text/x-python,32,c793efed4203b2c5ff1a589cd99ee91c9c19cc52177e0594de278ce6258ccf45,recursive-spacetime,recursive_horizon_code,approximation-based,src/math/recursive_horizon/__init__.py,unique,1,copied,src/math/recursive_horizon/__init__.py
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_horizon_project/src/depth_weights.py,py,text/x-python,4307,18b7c3a30a9ce671d6f2257d9a7e7de753333080be67fb69116f171ff0b6dca9,recursive-spacetime,recursive_horizon_code,approximation-based,src/math/recursive_horizon/depth_weights.py,unique,1,copied,src/math/recursive_horizon/depth_weights.py
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_horizon_project/src/graph_spectral.py,py,text/x-python,7130,8b995b9d42d08e09a64a13f5dc59ba73ad6d75a69888f310f90b9017332c3ee2,recursive-spacetime,recursive_horizon_code,approximation-based,src/math/recursive_horizon/graph_spectral.py,unique,1,copied,src/math/recursive_horizon/graph_spectral.py
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_horizon_project/src/observables.py,py,text/x-python,4942,a5807ca7dba9985f5b7ae781bb4f2473921e1fade30e6bc75707bbcd4ab4c27b,recursive-spacetime,recursive_horizon_code,approximation-based,src/math/recursive_horizon/observables.py,unique,1,copied,src/math/recursive_horizon/observables.py
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_horizon_project/src/recursion_models.py,py,text/x-python,7906,2f39e54127fb668cdb9acb32903ff83a259194eda26be48b779a6cb5869a3e37,recursive-spacetime,recursive_horizon_code,approximation-based,src/math/recursive_horizon/recursion_models.py,unique,1,copied,src/math/recursive_horizon/recursion_models.py
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_horizon_project/src/stability_analysis.py,py,text/x-python,6370,4e6c7fc69aa4104ae31f97d8319b6d505747d199731a27772eedf218a418a8fa,recursive-spacetime,recursive_horizon_code,approximation-based,src/math/recursive_horizon/stability_analysis.py,unique,1,copied,src/math/recursive_horizon/stability_analysis.py
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_horizon_project/src/state_space.py,py,text/x-python,6713,ebbad238850579271a9b96380cbd5c0bc670b920d5205de0ff78450c9339de82,recursive-spacetime,recursive_horizon_code,approximation-based,src/math/recursive_horizon/state_space.py,unique,1,copied,src/math/recursive_horizon/state_space.py
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_horizon_project/src/utils.py,py,text/x-python,2606,66de195a4e432310c2eeb4c732bdf785e198938a1884d17e2fccb8412baf20ae,recursive-spacetime,recursive_horizon_code,approximation-based,src/math/recursive_horizon/utils.py,unique,1,copied,src/math/recursive_horizon/utils.py
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/spectral_horizon_research/src/__init__.py,py,text/x-python,43,fb37898fc37d04b7fd414fe01f6ce96616fcbaebb9573551f8fc6175709f9495,spectral/qnm,spectral_library_code,approximation-based,src/spectral/__init__.py,unique,1,copied,src/spectral/__init__.py
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/spectral_horizon_research/src/json_utils.py,py,text/x-python,663,6fa2ea9b2adb34eb0c3b3e116e5e017a84fdc702b211eeff8b782c4705799095,spectral/qnm,spectral_library_code,approximation-based,src/spectral/json_utils.py,unique,1,copied,src/spectral/json_utils.py
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/spectral_horizon_research/src/rdt_tools.py,py,text/x-python,3500,0a6ae6d25d1f2538b8be832ac6888995246461bff4daafe0ced21ecfe9c01d85,spectral/qnm,spectral_library_code,approximation-based,src/spectral/rdt_tools.py,unique,1,copied,src/spectral/rdt_tools.py
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/spectral_horizon_research/src/sds_physics.py,py,text/x-python,6982,2274ad4fabbff60b55ff6efcbf3892e2204269c93a67b309fd814fda580a50d6,spectral/qnm,spectral_library_code,approximation-based,src/spectral/sds_physics.py,unique,1,copied,src/spectral/sds_physics.py
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/spectral_horizon_research/src/wkb_qnm.py,py,text/x-python,8870,964284be0589351ba98d4c04333ec59427efa4d16061d8881d286716696c7eb0,spectral/qnm,spectral_library_code,approximation-based,src/spectral/wkb_qnm.py,unique,1,copied,src/spectral/wkb_qnm.py
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_horizon_project/tests/test_state_space.py,py,text/x-python,4506,df8566b8ed332e834706a64244e2d60860fd21c419aa714a93cca773dab9967c,recursive-spacetime,recursive_horizon_tests,empirical,tests/math/horizon_test_state_space.py,unique,1,copied,tests/math/horizon_test_state_space.py
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_spacetime_system/tests/__init__.py,py,text/x-python,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,recursive-spacetime,recursive_tests,empirical,tests/math/recursive___init__.py,duplicate_exact,3,copied,tests/math/recursive___init__.py
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_spacetime_system/tests/test_horizon_reconstruction.py,py,text/x-python,5484,387a832167b256501ba4f878e8ce78fd37243179a7447e23c80a576cf076659f,recursive-spacetime,recursive_tests,empirical,tests/math/recursive_test_horizon_reconstruction.py,unique,1,copied,tests/math/recursive_test_horizon_reconstruction.py
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_spacetime_system/tests/test_physical_admissibility.py,py,text/x-python,5769,776808f9635baaa3870843926a13564428bc396bacca950148c76f2f3d7254cc,recursive-spacetime,recursive_tests,empirical,tests/math/recursive_test_physical_admissibility.py,unique,1,copied,tests/math/recursive_test_physical_admissibility.py
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_spacetime_system/tests/test_recursive_flows.py,py,text/x-python,5488,1ccb1101bf15932d11616f6f12672a2598890a96a0e5b7c35c40e39053f0e7be,recursive-spacetime,recursive_tests,empirical,tests/math/recursive_test_recursive_flows.py,unique,1,copied,tests/math/recursive_test_recursive_flows.py
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_spacetime_system/tests/test_scalar_field_usefulness.py,py,text/x-python,5468,3217b1b2bc46c6bbd9aec0c33adfa0492f84fbbad35b327fd3a0dac3022fff7a,recursive-spacetime,recursive_tests,empirical,tests/math/recursive_test_scalar_field_usefulness.py,unique,1,copied,tests/math/recursive_test_scalar_field_usefulness.py
/Users/stevenreid/Library/Application Support/Claude/local-agent-mode-sessions/e19b2fa8-926d-43d7-b606-382e730a4423/89e6069e-a4d4-49b9-a436-f538793c3944/local_f4bdd818-09b7-4abb-b833-c3553bc67103/outputs/recursive_spacetime_system/tests/test_sds_identities.py,py,text/x-python,5406,8f3a2a8afdbf29772560a2ed3ca1a575c7844e1ae93cb90da077c38ab646fd03,recursive-spacetime,recursive_tests,empirical,tests/math/recursive_test_sds_identities.py,unique,1,copied,tests/math/recursive_test_sds_identities.py
